seq,t_utc,t_ms,participant,phase,trial_index,trial_id,event,detail,target_emotion,shape,room_id,hue,saturation,brightness,texture,head_x,head_y,head_z,head_yaw,head_pitch,head_roll,pointer_x,pointer_y,valence,arousal,value_a,value_b,note
289,2026-08-02T14:04:01.085000+00:00,50085,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1329,1.6,1.3,96.587,-8.6235,-0.8956,,,,,,,
290,2026-08-02T14:04:01.187000+00:00,50187,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1298,1.6,1.3,100.5973,-6.3363,-0.5762,,,,,,,
291,2026-08-02T14:04:01.288000+00:00,50288,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1325,1.6,1.3,90.1992,-3.9708,1.6437,,,,,,,
292,2026-08-02T14:04:01.387000+00:00,50387,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1333,1.6,1.3,87.4277,-6.9204,-0.0074,,,,,,,
293,2026-08-02T14:04:01.489000+00:00,50489,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1353,1.6,1.3,96.1722,-2.8929,1.4766,,,,,,,
294,2026-08-02T14:04:01.588000+00:00,50588,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1336,1.6,1.3,95.3947,-1.6354,-1.4603,,,,,,,
295,2026-08-02T14:04:01.686000+00:00,50686,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1373,1.6,1.3,89.4809,-3.8008,-1.538,,,,,,,
296,2026-08-02T14:04:01.785000+00:00,50785,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1343,1.6,1.3,91.9906,-10.8781,-0.0759,,,,,,,
297,2026-08-02T14:04:01.884000+00:00,50884,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1299,1.6,1.3,86.3427,-6.6968,-0.2926,,,,,,,
298,2026-08-02T14:04:01.986000+00:00,50986,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1303,1.6,1.3,94.6473,-6.0934,-0.8562,,,,,,,
299,2026-08-02T14:04:02.087000+00:00,51087,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.123,1.6,1.3,102.6069,0.8891,-0.9816,,,,,,,
300,2026-08-02T14:04:02.189000+00:00,51189,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1213,1.6,1.3,93.6395,0.7531,2.4369,,,,,,,
301,2026-08-02T14:04:02.291000+00:00,51291,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1159,1.6,1.3,90.2562,-5.3807,0.3459,,,,,,,
302,2026-08-02T14:04:02.392000+00:00,51392,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1136,1.6,1.3,89.3354,-4.5868,0.1201,,,,,,,
303,2026-08-02T14:04:02.492000+00:00,51492,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1135,1.6,1.3,91.8285,-5.5908,0.072,,,,,,,
304,2026-08-02T14:04:02.592000+00:00,51592,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1218,1.6,1.3,88.1078,0.1054,-1.1795,,,,,,,
305,2026-08-02T14:04:02.693000+00:00,51693,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1174,1.6,1.3,89.3081,3.9564,-1.3929,,,,,,,
306,2026-08-02T14:04:02.791000+00:00,51791,p01,A,2,depressed_demo_001_linear,head_pose,change,,,,,,,,0.1174,1.6,1.3,120.3081,-4.2,0.9,,,,,,,
307,2026-08-02T14:04:02.827000+00:00,51827,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1077,1.6,1.3,81.0622,-3.0604,-0.7879,,,,,,,
308,2026-08-02T14:04:02.928000+00:00,51928,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.103,1.6,1.3,83.7211,-2.1874,1.1182,,,,,,,
309,2026-08-02T14:04:03.026000+00:00,52026,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1001,1.6,1.3,84.0052,-4.868,-4.776,,,,,,,
310,2026-08-02T14:04:03.128000+00:00,52128,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.0956,1.6,1.3,86.4299,2.9957,1.4371,,,,,,,
311,2026-08-02T14:04:03.230000+00:00,52230,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1037,1.6,1.3,96.0194,7.7172,0.5549,,,,,,,
312,2026-08-02T14:04:03.328000+00:00,52328,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1042,1.6,1.3,94.5259,-5.1477,-0.9204,,,,,,,
313,2026-08-02T14:04:03.430000+00:00,52430,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1104,1.6,1.3,83.48,-3.7511,-0.9538,,,,,,,
314,2026-08-02T14:04:03.531000+00:00,52531,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.0997,1.6,1.3,84.0253,-4.7002,-0.4131,,,,,,,
315,2026-08-02T14:04:03.633000+00:00,52633,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1014,1.6,1.3,89.1674,-3.0949,0.959,,,,,,,
316,2026-08-02T14:04:03.733000+00:00,52733,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1028,1.6,1.3,93.078,2.7268,-0.5743,,,,,,,
317,2026-08-02T14:04:03.831000+00:00,52831,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1001,1.6,1.3,89.3417,-4.2119,-2.7302,,,,,,,
318,2026-08-02T14:04:03.932000+00:00,52932,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1033,1.6,1.3,80.1857,-1.8817,-0.2014,,,,,,,
319,2026-08-02T14:04:04.034000+00:00,53034,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1039,1.6,1.3,77.7765,-3.3871,-0.2948,,,,,,,
320,2026-08-02T14:04:04.133000+00:00,53133,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.0954,1.6,1.3,76.9417,2.1505,0.0469,,,,,,,
321,2026-08-02T14:04:04.233000+00:00,53233,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.0938,1.6,1.3,76.72,-8.596,-0.8032,,,,,,,
322,2026-08-02T14:04:04.333000+00:00,53333,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1003,1.6,1.3,73.8735,-3.9863,2.3142,,,,,,,
323,2026-08-02T14:04:04.431000+00:00,53431,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.095,1.6,1.3,81.3787,-5.101,1.8767,,,,,,,
324,2026-08-02T14:04:04.532000+00:00,53532,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.0985,1.6,1.3,81.4677,-5.9888,-1.0484,,,,,,,
325,2026-08-02T14:04:04.630000+00:00,53630,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.0883,1.6,1.3,86.4562,-0.1954,-0.4506,,,,,,,
326,2026-08-02T14:04:04.729000+00:00,53729,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.0877,1.6,1.3,86.5972,-6.2457,-0.8279,,,,,,,
327,2026-08-02T14:04:04.830000+00:00,53830,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.0868,1.6,1.3,92.5433,-0.1161,-0.8731,,,,,,,
328,2026-08-02T14:04:04.928000+00:00,53928,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.0903,1.6,1.3,98.0995,-9.9801,0.2215,,,,,,,
329,2026-08-02T14:04:05.029000+00:00,54029,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.0823,1.6,1.3,92.3823,-4.0281,0.9361,,,,,,,
330,2026-08-02T14:04:05.128000+00:00,54128,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.0749,1.6,1.3,103.0585,-1.4249,0.7492,,,,,,,
331,2026-08-02T14:04:05.227000+00:00,54227,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.0724,1.6,1.3,104.2061,-3.7373,-0.1549,,,,,,,
332,2026-08-02T14:04:05.329000+00:00,54329,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.0736,1.6,1.3,115.664,-8.9518,2.1697,,,,,,,
333,2026-08-02T14:04:05.431000+00:00,54431,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.0755,1.6,1.3,102.843,-6.2717,1.6928,,,,,,,
334,2026-08-02T14:04:05.533000+00:00,54533,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.0704,1.6,1.3,99.5502,-2.4055,-0.6056,,,,,,,
335,2026-08-02T14:04:05.632000+00:00,54632,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.066,1.6,1.3,98.7454,-3.5272,-0.784,,,,,,,
336,2026-08-02T14:04:05.733000+00:00,54733,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.0704,1.6,1.3,105.9278,-3.1133,2.606,,,,,,,
337,2026-08-02T14:04:05.831000+00:00,54831,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.0757,1.6,1.3,109.0317,5.7718,-1.0055,,,,,,,
338,2026-08-02T14:04:05.932000+00:00,54932,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.079,1.6,1.3,101.7662,2.737,0.3563,,,,,,,
339,2026-08-02T14:04:06.030000+00:00,55030,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.0752,1.6,1.3,105.1553,-9.4714,3.2403,,,,,,,
340,2026-08-02T14:04:06.132000+00:00,55132,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.0752,1.6,1.3,101.4552,-2.4888,2.6891,,,,,,,
341,2026-08-02T14:04:06.230000+00:00,55230,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.0751,1.6,1.3,99.8283,-2.0922,0.321,,,,,,,
342,2026-08-02T14:04:06.329000+00:00,55329,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.0806,1.6,1.3,96.4091,-8.2692,-0.0291,,,,,,,
343,2026-08-02T14:04:06.429000+00:00,55429,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.0817,1.6,1.3,90.821,-1.0561,-1.3335,,,,,,,
344,2026-08-02T14:04:06.527000+00:00,55527,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.086,1.6,1.3,81.4141,-4.7173,0.3365,,,,,,,
345,2026-08-02T14:04:06.625000+00:00,55625,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.0806,1.6,1.3,81.1688,-3.6228,-2.1958,,,,,,,
346,2026-08-02T14:04:06.724000+00:00,55724,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.0765,1.6,1.3,79.6751,-2.2658,-3.0209,,,,,,,
347,2026-08-02T14:04:06.826000+00:00,55826,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.0771,1.6,1.3,77.6381,-1.0627,-0.7157,,,,,,,
348,2026-08-02T14:04:06.928000+00:00,55928,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.0774,1.6,1.3,69.0449,-6.775,0.7128,,,,,,,
349,2026-08-02T14:04:07.030000+00:00,56030,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.0758,1.6,1.3,67.6005,-1.5714,1.3232,,,,,,,
350,2026-08-02T14:04:07.132000+00:00,56132,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.0667,1.6,1.3,65.7642,-2.8851,0.9001,,,,,,,
351,2026-08-02T14:04:07.234000+00:00,56234,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.0616,1.6,1.3,67.8822,3.918,1.4162,,,,,,,
352,2026-08-02T14:04:07.334000+00:00,56334,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.0624,1.6,1.3,64.461,-4.1752,1.996,,,,,,,
353,2026-08-02T14:04:07.434000+00:00,56434,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.0563,1.6,1.3,66.0725,-5.4601,0.8171,,,,,,,
354,2026-08-02T14:04:07.536000+00:00,56536,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.0593,1.6,1.3,66.2461,-2.929,-0.3288,,,,,,,
355,2026-08-02T14:04:07.637000+00:00,56637,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.0551,1.6,1.3,70.8568,-6.5579,-1.3403,,,,,,,
356,2026-08-02T14:04:07.737000+00:00,56737,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.0457,1.6,1.3,75.3218,-0.9336,1.3946,,,,,,,
357,2026-08-02T14:04:07.838000+00:00,56838,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.0441,1.6,1.3,70.3526,-0.6841,1.2838,,,,,,,
358,2026-08-02T14:04:07.937000+00:00,56937,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.0469,1.6,1.3,77.3675,-3.715,0.7357,,,,,,,
359,2026-08-02T14:04:08.038000+00:00,57038,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.0446,1.6,1.3,72.0785,-4.1574,0.2252,,,,,,,
360,2026-08-02T14:04:08.140000+00:00,57140,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.0472,1.6,1.3,86.8254,-4.1237,-2.9607,,,,,,,
361,2026-08-02T14:04:08.239000+00:00,57239,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.0463,1.6,1.3,91.3384,-8.4675,0.3089,,,,,,,
362,2026-08-02T14:04:08.339000+00:00,57339,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.0456,1.6,1.3,107.2307,-7.1898,-0.3593,,,,,,,
363,2026-08-02T14:04:08.439000+00:00,57439,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.0523,1.6,1.3,108.1727,5.7415,0.762,,,,,,,
364,2026-08-02T14:04:08.538000+00:00,57538,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.0481,1.6,1.3,105.5486,-7.5332,1.1266,,,,,,,
365,2026-08-02T14:04:08.636000+00:00,57636,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.0441,1.6,1.3,102.8463,-1.4719,0.7343,,,,,,,
366,2026-08-02T14:04:08.737000+00:00,57737,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.0407,1.6,1.3,86.4908,-8.8988,-0.8781,,,,,,,
367,2026-08-02T14:04:08.835000+00:00,57835,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.0345,1.6,1.3,97.962,-2.8043,-0.1998,,,,,,,
368,2026-08-02T14:04:08.937000+00:00,57937,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.0307,1.6,1.3,91.1299,-4.9714,-1.9194,,,,,,,
369,2026-08-02T14:04:09.036000+00:00,58036,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.0349,1.6,1.3,92.2264,-4.7873,1.0072,,,,,,,
370,2026-08-02T14:04:09.136000+00:00,58136,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.0346,1.6,1.3,91.4459,-6.7903,2.7204,,,,,,,
371,2026-08-02T14:04:09.238000+00:00,58238,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.0382,1.6,1.3,89.2505,4.7953,-1.3381,,,,,,,
372,2026-08-02T14:04:09.339000+00:00,58339,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.0372,1.6,1.3,91.801,-0.2166,3.5303,,,,,,,
373,2026-08-02T14:04:09.438000+00:00,58438,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.0322,1.6,1.3,90.4101,0.3832,-1.8508,,,,,,,
374,2026-08-02T14:04:09.537000+00:00,58537,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.0255,1.6,1.3,96.7788,-10.9269,-0.5934,,,,,,,
375,2026-08-02T14:04:09.637000+00:00,58637,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.0256,1.6,1.3,97.1679,-0.1334,0.9461,,,,,,,
376,2026-08-02T14:04:09.739000+00:00,58739,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.0241,1.6,1.3,95.0887,-6.0262,1.5688,,,,,,,
377,2026-08-02T14:04:09.839000+00:00,58839,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.0267,1.6,1.3,91.2949,8.3347,0.0038,,,,,,,
378,2026-08-02T14:04:09.938000+00:00,58938,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.0289,1.6,1.3,87.2091,-7.4011,0.9009,,,,,,,
379,2026-08-02T14:04:10.038000+00:00,59038,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.0301,1.6,1.3,89.2879,-4.5211,-1.6417,,,,,,,
380,2026-08-02T14:04:10.137000+00:00,59137,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.025,1.6,1.3,98.5002,1.5274,0.2637,,,,,,,
381,2026-08-02T14:04:10.237000+00:00,59237,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.0188,1.6,1.3,98.3773,-2.3864,0.3542,,,,,,,
382,2026-08-02T14:04:10.338000+00:00,59338,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.0142,1.6,1.3,87.9095,-5.4392,1.8802,,,,,,,
383,2026-08-02T14:04:10.437000+00:00,59437,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.0059,1.6,1.3,92.908,0.9878,-1.15,,,,,,,
384,2026-08-02T14:04:10.537000+00:00,59537,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,-0.0008,1.6,1.3,94.8655,-7.5104,-1.459,,,,,,,
385,2026-08-02T14:04:10.637000+00:00,59637,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,-0.0048,1.6,1.3,100.2642,-6.2534,3.0787,,,,,,,
386,2026-08-02T14:04:10.735000+00:00,59735,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,-0.008,1.6,1.3,94.8331,0.4916,0.0107,,,,,,,
387,2026-08-02T14:04:10.837000+00:00,59837,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,-0.0048,1.6,1.3,100.0293,-0.2393,2.9143,,,,,,,
388,2026-08-02T14:04:10.938000+00:00,59938,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,-0.0017,1.6,1.3,103.353,-1.635,-0.277,,,,,,,
389,2026-08-02T14:04:11.037000+00:00,60037,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,-0.0001,1.6,1.3,99.7304,3.1828,-3.6624,,,,,,,
390,2026-08-02T14:04:11.135000+00:00,60135,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,-0.0042,1.6,1.3,105.2998,-4.048,-0.5935,,,,,,,
391,2026-08-02T14:04:11.236000+00:00,60236,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,-0.0076,1.6,1.3,113.8567,4.1749,1.6669,,,,,,,
392,2026-08-02T14:04:11.336000+00:00,60336,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,-0.0103,1.6,1.3,108.9806,-0.5876,1.3316,,,,,,,
393,2026-08-02T14:04:11.438000+00:00,60438,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,-0.0104,1.6,1.3,110.3325,3.0035,1.8991,,,,,,,
394,2026-08-02T14:04:11.537000+00:00,60537,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,-0.0051,1.6,1.3,114.8848,-4.3171,-0.4013,,,,,,,
395,2026-08-02T14:04:11.635000+00:00,60635,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,-0.0068,1.6,1.3,114.8202,2.8682,-0.2102,,,,,,,
396,2026-08-02T14:04:11.737000+00:00,60737,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,-0.0145,1.6,1.3,117.1007,1.9761,0.376,,,,,,,
397,2026-08-02T14:04:11.837000+00:00,60837,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,-0.0128,1.6,1.3,106.2238,-3.5801,-0.8956,,,,,,,
398,2026-08-02T14:04:11.938000+00:00,60938,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,-0.0093,1.6,1.3,108.3987,-5.0818,-0.0709,,,,,,,
399,2026-08-02T14:04:12.040000+00:00,61040,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,-0.0011,1.6,1.3,115.4574,-5.7215,2.6419,,,,,,,
400,2026-08-02T14:04:12.141000+00:00,61141,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,-0.0032,1.6,1.3,113.1255,-5.3707,-0.1961,,,,,,,
401,2026-08-02T14:04:12.240000+00:00,61240,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,-0.001,1.6,1.3,113.54,-5.1793,-0.4047,,,,,,,
402,2026-08-02T14:04:12.338000+00:00,61338,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.0017,1.6,1.3,111.3944,-0.9412,-4.1538,,,,,,,
403,2026-08-02T14:04:12.437000+00:00,61437,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.003,1.6,1.3,111.0949,-3.267,0.6258,,,,,,,
404,2026-08-02T14:04:12.536000+00:00,61536,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.0028,1.6,1.3,114.4442,-4.0849,0.4457,,,,,,,
405,2026-08-02T14:04:12.634000+00:00,61634,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,-0.0008,1.6,1.3,121.5836,-1.2671,-0.8254,,,,,,,
406,2026-08-02T14:04:12.732000+00:00,61732,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.0068,1.6,1.3,120.1492,-2.3278,0.9517,,,,,,,
407,2026-08-02T14:04:12.830000+00:00,61830,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.0083,1.6,1.3,122.4245,-0.2382,-1.693,,,,,,,
408,2026-08-02T14:04:12.931000+00:00,61931,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.0153,1.6,1.3,121.0174,-8.7653,0.199,,,,,,,
409,2026-08-02T14:04:13.029000+00:00,62029,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.0128,1.6,1.3,125.6571,0.6481,0.8754,,,,,,,
410,2026-08-02T14:04:13.129000+00:00,62129,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.0142,1.6,1.3,129.3693,-5.8828,1.6084,,,,,,,
411,2026-08-02T14:04:13.227000+00:00,62227,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.0128,1.6,1.3,132.357,-0.168,0.6573,,,,,,,
412,2026-08-02T14:04:13.329000+00:00,62329,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.0112,1.6,1.3,139.7509,-5.873,2.4135,,,,,,,
413,2026-08-02T14:04:13.427000+00:00,62427,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.0111,1.6,1.3,137.3616,2.642,0.8649,,,,,,,
414,2026-08-02T14:04:13.527000+00:00,62527,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.0083,1.6,1.3,132.1956,-5.1715,0.5762,,,,,,,
415,2026-08-02T14:04:13.626000+00:00,62626,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.0041,1.6,1.3,125.6492,-1.1015,1.4935,,,,,,,
416,2026-08-02T14:04:13.726000+00:00,62726,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.0096,1.6,1.3,121.2624,3.8529,-1.469,,,,,,,
417,2026-08-02T14:04:13.825000+00:00,62825,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.0114,1.6,1.3,121.947,2.9329,0.1373,,,,,,,
418,2026-08-02T14:04:13.925000+00:00,62925,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.0109,1.6,1.3,126.3558,-2.359,1.0677,,,,,,,
419,2026-08-02T14:04:14.024000+00:00,63024,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.0113,1.6,1.3,130.6341,-5.6837,0.9638,,,,,,,
420,2026-08-02T14:04:14.124000+00:00,63124,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.0168,1.6,1.3,126.0181,3.4995,0.9216,,,,,,,
421,2026-08-02T14:04:14.226000+00:00,63226,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.0224,1.6,1.3,133.5985,2.5062,0.5439,,,,,,,
422,2026-08-02T14:04:14.324000+00:00,63324,p01,A,2,depressed_demo_001_linear,room_hidden,"hidden before the grid, so the room is rated from memory not sight",,,,,,,,,,,,,,,,,,20014,,
423,2026-08-02T14:04:14.510000+00:00,63510,p01,A,2,depressed_demo_001_linear,grid_shown,,,,,,,,,,,,,,,,,,,,,
424,2026-08-02T14:04:15.196000+00:00,64196,p01,A,2,depressed_demo_001_linear,grid_hover,,,,,,,,,,,,,,,-0.1469,-0.0566,5,5,,,
425,2026-08-02T14:04:15.955000+00:00,64955,p01,A,2,depressed_demo_001_linear,grid_hover,,,,,,,,,,,,,,,-0.3414,0.0743,4,4,,,
426,2026-08-02T14:04:16.460000+00:00,65460,p01,A,2,depressed_demo_001_linear,grid_hover,,,,,,,,,,,,,,,-0.1601,-0.1124,3,4,,,
427,2026-08-02T14:04:17.158000+00:00,66158,p01,A,2,depressed_demo_001_linear,grid_hover,,,,,,,,,,,,,,,-0.2425,0.3459,3,3,,,
428,2026-08-02T14:04:18.295000+00:00,67295,p01,A,2,depressed_demo_001_linear,grid_hover,,,,,,,,,,,,,,,-0.1295,-0.3856,2,3,,,
429,2026-08-02T14:04:19.313000+00:00,68313,p01,A,2,depressed_demo_001_linear,grid_hover,,,,,,,,,,,,,,,-0.1238,0.2104,3,3,,,
430,2026-08-02T14:04:20.660000+00:00,69660,p01,A,2,depressed_demo_001_linear,grid_selected,dwell_ms=5312,,,,,,,,,,,,,,0.1132,-0.2041,3,3,,,
431,2026-08-02T14:04:20.724000+00:00,69724,p01,A,2,depressed_demo_001_linear,grid_hidden,response committed,,,,,,,,,,,,,,,,3,3,,,
432,2026-08-02T14:04:20.824000+00:00,69824,p01,A,2,depressed_demo_001_linear,trial_end,,,,,,,,,,,,,,,,,,,,,
433,2026-08-02T14:04:20.896000+00:00,69896,p01,,,,app_focus_lost,,,,,,,,,,,,,,,,,,,,,
434,2026-08-02T14:04:23.398000+00:00,72398,p01,,,,app_focus_gained,,,,,,,,,,,,,,,,,,,,,
435,2026-08-02T14:04:23.743000+00:00,72743,p01,B,1,b01_b001,review_trial_start,shown_as=depressed,,,,,,,,,,,,,,,,,,perturbed,brightness,
436,2026-08-02T14:04:23.875000+00:00,72875,p01,B,1,b01_b001,review_room_shown,perturbed,depressed,curved,depressed_demo_001,240,0.2,100,textile,,,,,,,,,,,,,
437,2026-08-02T14:04:31.875000+00:00,80875,p01,B,1,b01_b001,detection_shown,,,,,,,,,,,,,,,,,,,,,
